rank,category,strategy_name,description,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,num_trades,composite_score,parameters
107,unknown,Single_SMA_10_H6_position,Unknown strategy on H6,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'H6', 'signal_type': 'position'}"
108,unknown,Single_SMA_10_H8_position,Unknown strategy on H8,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'H8', 'signal_type': 'position'}"
109,unknown,Single_SMA_10_H12_position,Unknown strategy on H12,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'H12', 'signal_type': 'position'}"
110,unknown,Single_SMA_10_D_position,Unknown strategy on D,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'D', 'signal_type': 'position'}"
111,unknown,Single_SMA_10_W_position,Unknown strategy on W,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'W', 'signal_type': 'position'}"
112,unknown,Single_SMA_10_M_position,Unknown strategy on M,,,-7.4041871570998286,-1.0,0.5012511816715787,1.0056482123221526,17981,-2.861424626505616,"{'ma_type': 'SMA', 'ma_period': 10, 'timeframe': 'M', 'signal_type': 'position'}"
113,unknown,Single_EMA_10_M1_position,Unknown strategy on M1,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M1', 'signal_type': 'position'}"
114,unknown,Single_EMA_10_M2_position,Unknown strategy on M2,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M2', 'signal_type': 'position'}"
115,unknown,Single_EMA_10_M3_position,Unknown strategy on M3,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M3', 'signal_type': 'position'}"
116,unknown,Single_EMA_10_M5_position,Unknown strategy on M5,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M5', 'signal_type': 'position'}"
117,unknown,Single_EMA_10_M10_position,Unknown strategy on M10,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M10', 'signal_type': 'position'}"
118,unknown,Single_EMA_10_M15_position,Unknown strategy on M15,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M15', 'signal_type': 'position'}"
119,unknown,Single_EMA_10_M30_position,Unknown strategy on M30,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M30', 'signal_type': 'position'}"
120,unknown,Single_EMA_10_H1_position,Unknown strategy on H1,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H1', 'signal_type': 'position'}"
121,unknown,Single_EMA_10_H2_position,Unknown strategy on H2,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H2', 'signal_type': 'position'}"
122,unknown,Single_EMA_10_H4_position,Unknown strategy on H4,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H4', 'signal_type': 'position'}"
123,unknown,Single_EMA_10_H6_position,Unknown strategy on H6,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H6', 'signal_type': 'position'}"
124,unknown,Single_EMA_10_H8_position,Unknown strategy on H8,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H8', 'signal_type': 'position'}"
125,unknown,Single_EMA_10_H12_position,Unknown strategy on H12,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'H12', 'signal_type': 'position'}"
126,unknown,Single_EMA_10_D_position,Unknown strategy on D,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'D', 'signal_type': 'position'}"
127,unknown,Single_EMA_10_W_position,Unknown strategy on W,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'W', 'signal_type': 'position'}"
128,unknown,Single_EMA_10_M_position,Unknown strategy on M,,,-7.6924461664355235,-1.0,0.5008457634937721,1.0057095836592673,19508,-2.976809313875455,"{'ma_type': 'EMA', 'ma_period': 10, 'timeframe': 'M', 'signal_type': 'position'}"
129,unknown,MeanRev_SMA100_M1_2pct_zscore,Unknown strategy on M1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
130,unknown,MeanRev_SMA100_M1_3pct_zscore,Unknown strategy on M1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
131,unknown,MeanRev_SMA100_M1_5pct_zscore,Unknown strategy on M1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
132,unknown,MeanRev_SMA100_M1_8pct_zscore,Unknown strategy on M1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
133,unknown,MeanRev_SMA100_M1_10pct_zscore,Unknown strategy on M1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
134,unknown,MeanRev_SMA100_M2_2pct_zscore,Unknown strategy on M2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
135,unknown,MeanRev_SMA100_M2_3pct_zscore,Unknown strategy on M2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
136,unknown,MeanRev_SMA100_M2_5pct_zscore,Unknown strategy on M2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
137,unknown,MeanRev_SMA100_M2_8pct_zscore,Unknown strategy on M2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
138,unknown,MeanRev_SMA100_M2_10pct_zscore,Unknown strategy on M2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
139,unknown,MeanRev_SMA100_M3_2pct_zscore,Unknown strategy on M3,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M3', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
140,unknown,MeanRev_SMA100_M3_3pct_zscore,Unknown strategy on M3,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M3', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
141,unknown,MeanRev_SMA100_M3_5pct_zscore,Unknown strategy on M3,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M3', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
142,unknown,MeanRev_SMA100_M3_8pct_zscore,Unknown strategy on M3,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M3', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
143,unknown,MeanRev_SMA100_M3_10pct_zscore,Unknown strategy on M3,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M3', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
144,unknown,MeanRev_SMA100_M5_2pct_zscore,Unknown strategy on M5,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M5', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
145,unknown,MeanRev_SMA100_M5_3pct_zscore,Unknown strategy on M5,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M5', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
146,unknown,MeanRev_SMA100_M5_5pct_zscore,Unknown strategy on M5,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M5', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
147,unknown,MeanRev_SMA100_M5_8pct_zscore,Unknown strategy on M5,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M5', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
148,unknown,MeanRev_SMA100_M5_10pct_zscore,Unknown strategy on M5,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M5', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
149,unknown,MeanRev_SMA100_M10_2pct_zscore,Unknown strategy on M10,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M10', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
150,unknown,MeanRev_SMA100_M10_3pct_zscore,Unknown strategy on M10,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M10', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
151,unknown,MeanRev_SMA100_M10_5pct_zscore,Unknown strategy on M10,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M10', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
152,unknown,MeanRev_SMA100_M10_8pct_zscore,Unknown strategy on M10,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M10', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
153,unknown,MeanRev_SMA100_M10_10pct_zscore,Unknown strategy on M10,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M10', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
154,unknown,MeanRev_SMA100_M15_2pct_zscore,Unknown strategy on M15,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M15', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
155,unknown,MeanRev_SMA100_M15_3pct_zscore,Unknown strategy on M15,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M15', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
156,unknown,MeanRev_SMA100_M15_5pct_zscore,Unknown strategy on M15,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M15', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
157,unknown,MeanRev_SMA100_M15_8pct_zscore,Unknown strategy on M15,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M15', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
158,unknown,MeanRev_SMA100_M15_10pct_zscore,Unknown strategy on M15,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M15', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
159,unknown,MeanRev_SMA100_M30_2pct_zscore,Unknown strategy on M30,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M30', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
160,unknown,MeanRev_SMA100_M30_3pct_zscore,Unknown strategy on M30,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M30', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
161,unknown,MeanRev_SMA100_M30_5pct_zscore,Unknown strategy on M30,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M30', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
162,unknown,MeanRev_SMA100_M30_8pct_zscore,Unknown strategy on M30,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M30', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
163,unknown,MeanRev_SMA100_M30_10pct_zscore,Unknown strategy on M30,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'M30', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
164,unknown,MeanRev_SMA100_H1_2pct_zscore,Unknown strategy on H1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H1', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
165,unknown,MeanRev_SMA100_H1_3pct_zscore,Unknown strategy on H1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H1', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
166,unknown,MeanRev_SMA100_H1_5pct_zscore,Unknown strategy on H1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H1', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
167,unknown,MeanRev_SMA100_H1_8pct_zscore,Unknown strategy on H1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H1', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
168,unknown,MeanRev_SMA100_H1_10pct_zscore,Unknown strategy on H1,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H1', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
169,unknown,MeanRev_SMA100_H2_2pct_zscore,Unknown strategy on H2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H2', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
170,unknown,MeanRev_SMA100_H2_3pct_zscore,Unknown strategy on H2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H2', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
171,unknown,MeanRev_SMA100_H2_5pct_zscore,Unknown strategy on H2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H2', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
172,unknown,MeanRev_SMA100_H2_8pct_zscore,Unknown strategy on H2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H2', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
173,unknown,MeanRev_SMA100_H2_10pct_zscore,Unknown strategy on H2,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H2', 'distance_threshold': 0.1, 'signal_type': 'zscore'}"
174,unknown,MeanRev_SMA100_H4_2pct_zscore,Unknown strategy on H4,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H4', 'distance_threshold': 0.02, 'signal_type': 'zscore'}"
175,unknown,MeanRev_SMA100_H4_3pct_zscore,Unknown strategy on H4,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H4', 'distance_threshold': 0.03, 'signal_type': 'zscore'}"
176,unknown,MeanRev_SMA100_H4_5pct_zscore,Unknown strategy on H4,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H4', 'distance_threshold': 0.05, 'signal_type': 'zscore'}"
177,unknown,MeanRev_SMA100_H4_8pct_zscore,Unknown strategy on H4,,,-8.162825539092834,-0.9999696603207616,0.496866702071163,1.007963099836846,4710,-3.1657538412549773,"{'ma_type': 'SMA', 'ma_period': 100, 'timeframe': 'H4', 'distance_threshold': 0.08, 'signal_type': 'zscore'}"
